ano,dp,dpto,sexo,a_defun,c_bas1,nombre_enfermedad,gru_edad,n,total
2008,05,Antioquia,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,2,133325
2008,05,Antioquia,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,58108
2008,05,Antioquia,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,21323
2008,05,Antioquia,Mujer,Cabecera Municipal,C73X,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,19388
2009,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,85553
2009,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,2,162411
2009,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,110521
2009,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,85076
2009,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,20461
2009,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,13902
2010,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,14848
2010,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,65371
2010,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,32463
2011,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,47739
2011,05,Antioquia,Mujer,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,93898
2011,05,Antioquia,Mujer,Cabecera Municipal,C759,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,47739
2012,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,13095
2012,05,Antioquia,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,2,155271
2012,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,126955
2012,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,98493
2012,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,73407
2012,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,34340
2013,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,77521
2013,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,57474
2013,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,2,160819
2013,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,53429
2014,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,138429
2014,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,81720
2014,05,Antioquia,Mujer,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,108309
2015,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,84635
2015,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,27554
2015,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,15177
2015,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,113575
2015,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,39030
2016,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,17053
2016,05,Antioquia,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,2,155687
2016,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,2,173809
2016,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,149923
2017,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,2,138622
2017,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,119237
2017,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,2,92699
2017,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,2,47757
2017,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,29983
2017,05,Antioquia,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,68694
2017,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,95069
2017,05,Antioquia,Mujer,Cabecera Municipal,C753,Tumor maligno de la tiroides y otras glándulas endocrinas,10-14,2,176883
2017,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,33423
2018,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,2,140117
2018,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,71997
2018,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,2,17386
2018,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,100032
2018,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,46348
2019,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,2,135441
2019,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,2,19508
2019,05,Antioquia,Hombre,Cabecera Municipal,C749,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,2,164428
2019,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,168255
2019,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,2,21140
2020,05,Antioquia,Hombre,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,2,142479
2020,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,2,180497
2020,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,2,174630
2020,05,Antioquia,Mujer,Cabecera Municipal,C73,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,2,54387
1985,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,26432
1985,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,51491
1985,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,8202
1985,05,Antioquia,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,29066
1985,05,Antioquia,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,8202
1985,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,18266
1986,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,64412
1986,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,14180
1986,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,7123
1986,05,Antioquia,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,20405
1986,05,Antioquia,Hombre,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,5001
1986,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,7945
1986,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,11325
1986,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,25-29,1,58559
1986,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,23131
1986,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,15114
1986,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,11479
1986,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,3876
1987,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,86572
1987,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,46547
1987,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,38971
1987,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,29213
1987,05,Antioquia,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,137064
1987,05,Antioquia,Hombre,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,137064
1987,05,Antioquia,Hombre,Centros Poblados y Rural Disperso,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,3451
1987,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,96391
1987,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,57259
1987,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,41808
1987,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,32539
1987,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,24454
1987,05,Antioquia,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,140766
1987,05,Antioquia,Mujer,Cabecera Municipal,1944,Tumor maligno de la tiroides y otras glándulas endocrinas,10-14,1,128699
1987,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,6154
1987,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,3554
1988,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,70552
1988,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,9404
1988,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,25-29,1,154459
1988,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,79226
1988,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,49479
1988,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,11918
1989,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,73631
1989,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,58463
1989,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,22929
1989,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,15842
1989,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,9849
1989,05,Antioquia,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,45-49,1,58463
1989,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,83652
1989,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,12764
1989,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,7708
1989,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,85 +,1,9791
1989,05,Antioquia,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,147877
1989,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,20-24,1,65338
1989,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,6469
1990,05,Antioquia,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,5506
1990,05,Antioquia,Hombre,Cabecera Municipal,1941,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,23962
1990,05,Antioquia,Hombre,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,10285
1990,05,Antioquia,Hombre,Cabecera Municipal,1944,Tumor maligno de la tiroides y otras glándulas endocrinas,10-14,1,131516
1990,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,53385
1990,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,45802
1990,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,28464
1990,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,7921
1990,05,Antioquia,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,151365
1990,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,12667
1991,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,51864
1991,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,43404
1991,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,25107
1991,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,10713
1991,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,8347
1991,05,Antioquia,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,155243
1991,05,Antioquia,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,30047
1991,05,Antioquia,Mujer,Cabecera Municipal,1941,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,14482
1991,05,Antioquia,Mujer,Cabecera Municipal,1941,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,8347
1991,05,Antioquia,Mujer,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,30047
1992,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,6026
1992,05,Antioquia,Hombre,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,9420
1992,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,25-29,1,170423
1992,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,30-34,1,150501
1992,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,35-39,1,123338
1992,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,59248
1992,05,Antioquia,Mujer,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,47926
1992,05,Antioquia,Mujer,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,00-04,1,159055
1992,05,Antioquia,Mujer,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,12984
1993,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,75-79,1,11620
1993,05,Antioquia,Hombre,Cabecera Municipal,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,80-84,1,6454
1993,05,Antioquia,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,152658
1993,05,Antioquia,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,40-44,1,86204
1993,05,Antioquia,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,50-54,1,55826
1993,05,Antioquia,Hombre,Cabecera Municipal,1940,Tumor maligno de la tiroides y otras glándulas endocrinas,65-69,1,27702
1993,05,Antioquia,Hombre,Cabecera Municipal,1943,Tumor maligno de la tiroides y otras glándulas endocrinas,70-74,1,18834
1993,05,Antioquia,Hombre,Cabecera Municipal,1944,Tumor maligno de la tiroides y otras glándulas endocrinas,05-09,1,152658
1993,05,Antioquia,Hombre,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,55-59,1,20795
1993,05,Antioquia,Hombre,Centros Poblados y Rural Disperso,1930,Tumor maligno de la tiroides y otras glándulas endocrinas,60-64,1,17949
